id,date,time,temperature,humidity,energy_usage,particulate,room
406,5/7/20,10:09:18,63,0.42,0x952,7.30E+01,2
407,5/7/20,10:09:28,63,0.75,0x94d,7.30E+01,2
408,5/7/20,10:13:44,63,0.57,0x946,7.30E+01,2
409,5/7/20,10:13:51,63,0.64,0x942,7.30E+01,2
410,5/7/20,10:16:21,63,0.45,0x935,7.30E+01,2
411,5/7/20,10:17:04,63,0.62,0x932,7.40E+01,2
412,5/7/20,10:19:41,63,0.57,0x931,7.40E+01,2
413,5/7/20,10:21:43,63,0.82,0x92f,7.50E+01,2
414,5/7/20,10:22:01,63,0.81,0x927,7.50E+01,2
415,5/7/20,10:23:16,63,0.6,0x926,7.50E+01,2
416,5/7/20,10:24:21,63,0.7,0x922,7.50E+01,2
417,5/7/20,10:24:26,63,0.59,0x91f,7.50E+01,2
418,5/7/20,10:26:02,63,0.66,0x91d,7.50E+01,2
419,5/7/20,10:27:01,63,0.86,0x91a,7.50E+01,2
420,5/7/20,10:27:26,64,0.67,0x919,7.50E+01,2
421,5/7/20,10:28:30,64,0.34,0x912,7.60E+01,2
422,5/7/20,10:30:45,64,0.56,0x90e,7.60E+01,2
423,5/7/20,10:32:16,64,0.77,0x90b,7.60E+01,2
424,5/7/20,10:32:49,64,0.58,0x907,7.70E+01,2
425,5/7/20,10:37:30,64,0.35,0x907,7.70E+01,2
426,5/7/20,10:38:43,64,0.74,0x906,7.70E+01,2
427,5/7/20,10:39:09,64,0.68,0x904,7.70E+01,2
428,5/7/20,10:39:19,64,0.46,0x8fd,7.70E+01,2
429,5/7/20,10:39:54,64,0.59,0x8fc,7.70E+01,2
430,5/7/20,10:44:12,64,0.73,0x8f4,7.70E+01,2
431,5/7/20,10:46:28,64,0.34,0x8f2,7.70E+01,2
432,5/7/20,10:49:54,64,0.42,0x8e5,7.70E+01,2
433,5/7/20,10:52:15,64,0.47,0x8e0,7.80E+01,2
434,5/7/20,10:55:09,64,0.57,0x8dd,7.80E+01,2
435,5/7/20,10:55:24,64,0.55,0x8d0,7.80E+01,2
436,5/7/20,10:56:05,64,0.5,0x8cd,7.80E+01,2
437,5/7/20,10:57:02,64,0.77,0x8cc,7.80E+01,2
438,5/7/20,11:00:15,64,0.84,0x8c4,7.80E+01,2
439,5/7/20,11:04:11,64,0.36,0x8bc,7.80E+01,2
440,5/7/20,11:04:45,64,0.78,0x8bb,7.80E+01,2
441,5/7/20,11:08:58,64,0.66,0x8b9,7.80E+01,2
442,5/7/20,11:09:58,64,0.82,0x8b9,7.80E+01,2
443,5/7/20,11:11:20,64,0.34,0x8af,7.80E+01,2
444,5/7/20,11:14:43,64,0.42,0x8ab,7.80E+01,2
445,5/7/20,11:16:28,64,0.67,0x8a6,7.90E+01,2
446,5/7/20,11:17:20,64,0.8,0x891,7.90E+01,2
447,5/7/20,11:20:26,64,0.68,0x88d,7.90E+01,2
448,5/7/20,11:21:48,64,0.43,0x88b,7.90E+01,2
449,5/7/20,11:21:55,64,0.74,0x885,7.90E+01,2
450,5/7/20,11:22:34,64,0.45,0x884,7.90E+01,2
451,5/7/20,11:23:18,64,0.67,0x883,7.90E+01,2
452,5/7/20,11:25:11,64,0.35,0x881,8.00E+01,2
453,5/7/20,11:25:39,64,0.33,0x87f,8.00E+01,2
454,5/7/20,11:26:14,64,0.89,0x875,8.00E+01,2
455,5/7/20,11:28:46,64,0.53,0x874,8.00E+01,2
456,5/7/20,11:31:04,64,0.4,0x873,8.00E+01,2
457,5/7/20,11:32:07,64,0.34,0x869,8.00E+01,2
458,5/7/20,11:32:12,65,0.89,0x868,8.10E+01,2
459,5/7/20,11:32:31,65,0.52,0x862,8.10E+01,2
460,5/7/20,11:32:57,65,0.89,0x85a,8.10E+01,2
461,5/7/20,11:35:45,65,0.34,0x85a,8.10E+01,2
462,5/7/20,11:39:22,65,0.8,0x858,8.20E+01,2
463,5/7/20,11:40:09,65,0.4,0x857,8.20E+01,2
464,5/7/20,11:42:13,65,0.8,0x855,8.20E+01,2
465,5/7/20,11:42:42,65,0.77,0x854,8.20E+01,2
466,5/7/20,11:43:09,65,0.74,0x850,8.20E+01,2
467,5/7/20,11:44:50,65,0.4,0x84b,8.20E+01,2
468,5/7/20,11:46:35,65,0.49,0x84a,8.20E+01,2
469,5/7/20,11:46:52,65,0.49,0x847,8.20E+01,2
470,5/7/20,11:47:58,65,0.37,0x844,8.20E+01,2
471,5/7/20,11:48:26,65,0.71,0x840,8.30E+01,2
472,5/7/20,11:51:20,65,0.43,0x83e,8.30E+01,2
473,5/7/20,11:52:55,65,0.31,0x83a,8.40E+01,2
474,5/7/20,11:53:17,65,0.87,0x836,8.40E+01,2
475,5/7/20,11:53:21,65,0.64,0x82e,8.40E+01,2
476,5/7/20,11:54:15,65,0.74,0x826,8.40E+01,2
477,5/7/20,11:54:30,65,0.4,0x824,8.40E+01,2
478,5/7/20,11:55:20,65,0.67,0x823,8.50E+01,2
479,5/7/20,11:58:48,65,0.74,0x822,8.50E+01,2
480,5/7/20,11:59:15,65,0.38,0x822,8.50E+01,2
481,5/7/20,11:59:53,65,0.61,0x821,8.50E+01,2
482,5/7/20,12:00:47,65,0.39,0x81e,8.50E+01,2
483,5/7/20,12:04:03,65,0.69,0x81d,8.60E+01,2
484,5/7/20,12:07:04,65,0.38,0x818,8.60E+01,2
485,5/7/20,12:08:11,66,0.7,0x816,8.60E+01,2
486,5/7/20,12:08:18,66,0.77,0x816,8.60E+01,2
487,5/7/20,12:09:23,66,0.86,0x815,8.60E+01,2
488,5/7/20,12:09:28,66,0.65,0x812,8.60E+01,2
489,5/7/20,12:09:48,66,0.65,0x811,8.60E+01,2
490,5/7/20,12:14:21,66,0.71,0x808,8.70E+01,2
491,5/7/20,12:16:48,66,0.85,0x805,8.70E+01,2
492,5/7/20,12:17:00,66,0.88,0x7fa,8.70E+01,2
493,5/7/20,12:18:27,66,0.32,0x7f4,8.70E+01,2
494,5/7/20,12:21:49,66,0.67,0x7f4,8.70E+01,2
495,5/7/20,12:23:52,66,0.34,0x7f3,8.70E+01,2
496,5/7/20,12:24:22,66,0.61,0x7ed,8.70E+01,2
497,5/7/20,12:24:58,66,0.63,0x7ea,8.80E+01,2
498,5/7/20,12:25:30,66,0.6,0x7e9,8.80E+01,2
499,5/7/20,12:26:16,66,0.34,0x7e8,8.80E+01,2
500,5/7/20,12:27:27,66,0.79,0x7e5,8.80E+01,2
501,5/7/20,12:28:55,66,0.71,0x7e2,8.80E+01,2
502,5/7/20,12:29:16,66,0.82,0x7df,8.80E+01,2
503,5/7/20,12:29:20,66,0.54,0x7dc,8.80E+01,2
504,5/7/20,12:29:56,66,0.81,0x7d3,8.90E+01,2
505,5/7/20,12:31:07,66,0.75,0x7d2,8.90E+01,2
506,5/7/20,12:31:51,66,0.48,0x7d0,8.90E+01,2
507,5/7/20,12:34:45,66,0.42,0x7d0,8.90E+01,2
508,5/7/20,12:37:09,66,0.52,0x7cc,9.00E+01,2
509,5/7/20,12:37:18,66,0.37,0x7cc,9.00E+01,2
510,5/7/20,12:39:25,66,0.4,0x7ca,9.00E+01,2
511,5/7/20,12:40:06,66,0.44,0x7ca,9.00E+01,2
512,5/7/20,12:41:03,66,0.86,0x7c0,9.10E+01,2
513,5/7/20,12:42:31,66,0.8,0x7b8,9.10E+01,2
514,5/7/20,12:43:23,66,0.74,0x7b6,9.10E+01,2
515,5/7/20,12:44:14,66,0.66,0x7b4,9.10E+01,2
516,5/7/20,12:47:34,66,0.34,0x7b3,9.10E+01,2
517,5/7/20,12:49:55,66,0.68,0x7b3,9.10E+01,2
518,5/7/20,12:52:20,66,0.68,0x7b2,9.10E+01,2
519,5/7/20,12:53:23,67,0.84,0x7b0,9.10E+01,2
520,5/7/20,12:53:39,67,0.55,0x7a9,9.10E+01,2
521,5/7/20,12:56:24,67,0.45,0x799,9.10E+01,2
522,5/7/20,12:56:42,67,0.54,0x798,9.20E+01,2
523,5/7/20,12:59:30,67,0.84,0x794,9.20E+01,2
524,5/7/20,13:05:26,67,0.74,0x793,9.20E+01,2
525,5/7/20,13:07:12,67,0.57,0x78d,9.20E+01,2
526,5/7/20,13:09:35,67,0.7,0x78a,9.20E+01,2
527,5/7/20,13:13:34,67,0.64,0x78a,9.20E+01,2
528,5/7/20,13:14:53,67,0.55,0x77f,9.30E+01,2
529,5/7/20,13:15:07,67,0.64,0x77e,9.30E+01,2
530,5/7/20,13:15:55,67,0.66,0x77c,9.30E+01,2
531,5/7/20,13:16:51,67,0.61,0x778,9.30E+01,2
532,5/7/20,13:17:04,67,0.68,0x778,9.30E+01,2
533,5/7/20,13:20:16,67,0.62,0x772,9.40E+01,2
534,5/7/20,13:25:58,67,0.69,0x76e,9.50E+01,2
535,5/7/20,13:27:14,67,0.4,0x76b,9.50E+01,2
536,5/7/20,13:29:20,67,0.8,0x761,9.60E+01,2
537,5/7/20,13:30:45,67,0.77,0x75e,9.60E+01,2
538,5/7/20,13:31:19,67,0.76,0x75e,9.60E+01,2
539,5/7/20,13:31:47,67,0.31,0x75d,9.60E+01,2
540,5/7/20,13:32:38,67,0.89,0x759,9.70E+01,2
541,5/7/20,13:35:12,67,0.72,0x758,9.70E+01,2
542,5/7/20,13:35:51,67,0.59,0x751,9.70E+01,2
543,5/7/20,13:36:51,67,0.42,0x750,9.70E+01,2
544,5/7/20,13:38:34,67,0.71,0x74a,9.70E+01,2
545,5/7/20,13:40:08,67,0.72,0x748,9.80E+01,2
546,5/7/20,13:40:18,67,0.73,0x748,9.80E+01,2
547,5/7/20,13:42:48,68,0.85,0x746,9.80E+01,2
548,5/7/20,13:44:22,68,0.77,0x73f,9.80E+01,2
549,5/7/20,13:45:25,68,0.39,0x73e,9.80E+01,2
550,5/7/20,13:45:35,68,0.63,0x73c,9.80E+01,2
551,5/7/20,13:46:21,68,0.85,0x73b,9.80E+01,2
552,5/7/20,13:49:45,68,0.65,0x731,9.90E+01,2
553,5/7/20,13:50:09,68,0.86,0x72d,9.90E+01,2
554,5/7/20,13:51:06,68,0.82,0x72a,9.90E+01,2
555,5/7/20,13:51:50,68,0.38,0x726,9.90E+01,2
556,5/7/20,13:52:40,68,0.74,0x723,9.90E+01,2
557,5/7/20,13:53:20,68,0.37,0x722,1.00E+02,2
558,5/7/20,13:53:49,68,0.55,0x721,1.00E+02,2
559,5/7/20,13:54:22,68,0.56,0x71f,1.00E+02,2
560,5/7/20,13:54:37,68,0.45,0x71d,1.00E+02,2
561,5/7/20,13:58:42,68,0.76,0x71b,1.00E+02,2
562,5/7/20,13:59:20,68,0.49,0x719,1.00E+02,2
563,5/7/20,13:59:22,68,0.83,0x719,1.00E+02,2
564,5/7/20,13:59:30,68,0.67,0x718,1.00E+02,2
565,5/7/20,13:59:31,68,0.87,0x716,1.00E+02,2
566,5/7/20,14:01:06,68,0.38,0x715,1.00E+02,2
567,5/7/20,14:02:37,69,0.82,0x711,1.00E+02,2
568,5/7/20,14:03:12,69,0.36,0x70e,1.00E+02,2
569,5/7/20,14:03:22,69,0.88,0x70c,1.00E+02,2
570,5/7/20,14:03:58,69,0.57,0x708,1.00E+02,2
571,5/7/20,14:05:37,69,0.71,0x708,1.00E+02,2
572,5/7/20,14:06:44,69,0.65,0x701,1.00E+02,2
573,5/7/20,14:07:23,69,0.86,0x700,1.00E+02,2
574,5/7/20,14:07:51,69,0.85,0x6fe,1.00E+02,2
575,5/7/20,14:08:30,69,0.73,0x6fe,1.00E+02,2
576,5/7/20,14:08:55,69,0.43,0x6fe,1.00E+02,2
577,5/7/20,14:11:09,69,0.65,0x6fd,1.00E+02,2
578,5/7/20,14:12:06,69,0.77,0x6f7,1.00E+02,2
579,5/7/20,14:13:24,69,0.43,0x6f1,1.00E+02,2
580,5/7/20,14:13:40,69,0.59,0x6ef,1.00E+02,2
581,5/7/20,14:14:24,69,0.88,0x6ee,1.00E+02,2
582,5/7/20,14:17:37,69,0.43,0x6ed,1.00E+02,2
583,5/7/20,14:17:42,69,0.84,0x6ed,1.00E+02,2
584,5/7/20,14:18:00,69,0.58,0x6ec,1.00E+02,2
585,5/7/20,14:19:01,69,0.76,0x6ec,1.00E+02,2
586,5/7/20,14:20:38,69,0.43,0x6e2,1.00E+02,2
587,5/7/20,14:22:39,69,0.71,0x6df,1.00E+02,2
588,5/7/20,14:23:36,69,0.45,0x6db,1.00E+02,2
589,5/7/20,14:25:29,69,0.63,0x6d0,1.00E+02,2
590,5/7/20,14:29:46,69,0.74,0x6d0,1.00E+02,2
591,5/7/20,14:30:16,69,0.58,0x6ce,1.00E+02,2
592,5/7/20,14:30:43,69,0.79,0x6cc,1.00E+02,2
593,5/7/20,14:33:33,69,0.31,0x6ca,1.00E+02,2
594,5/7/20,14:35:58,69,0.66,0x6c7,1.00E+02,2
595,5/7/20,14:38:26,69,0.76,0x6c1,1.00E+02,2
596,5/7/20,14:39:07,69,0.36,0x6c1,1.10E+02,2
597,5/7/20,14:39:14,69,0.45,0x6c0,1.10E+02,2
598,5/7/20,14:44:13,69,0.76,0x6b8,1.10E+02,2
599,5/7/20,14:48:14,69,0.72,0x6b5,1.10E+02,2
600,5/7/20,14:49:35,69,0.4,0x6ae,1.10E+02,2
601,5/7/20,14:49:46,69,0.74,0x6ac,1.10E+02,2
602,5/7/20,14:51:41,69,0.51,0x690,1.10E+02,2
603,5/7/20,14:52:08,70,0.48,0x68f,1.10E+02,2
604,5/7/20,14:52:17,70,0.31,0x68a,1.10E+02,2
605,5/7/20,14:52:33,70,0.66,0x688,1.10E+02,2
606,5/7/20,14:53:47,70,0.62,0x687,1.10E+02,2
607,5/7/20,14:53:54,70,0.44,0x686,1.10E+02,2
608,5/7/20,14:54:16,70,0.84,0x685,1.10E+02,2
609,5/7/20,14:55:11,70,0.85,0x67f,1.10E+02,2
610,5/7/20,14:56:51,70,0.32,0x674,1.10E+02,2
611,5/7/20,14:57:00,70,0.7,0x671,1.10E+02,2
612,5/7/20,14:57:18,70,0.45,0x66c,1.10E+02,2
613,5/7/20,14:58:54,70,0.84,0x669,1.10E+02,2
614,5/7/20,15:00:13,70,0.33,0x65c,1.10E+02,2
615,5/7/20,15:01:21,70,0.34,0x658,1.10E+02,2
616,5/7/20,15:01:58,70,0.81,0x656,1.10E+02,2
617,5/7/20,15:02:30,70,0.47,0x655,1.10E+02,2
618,5/7/20,15:02:38,70,0.7,0x653,1.10E+02,2
619,5/7/20,15:04:02,70,0.46,0x64a,1.10E+02,2
620,5/7/20,15:04:56,70,0.56,0x647,1.10E+02,2
621,5/7/20,15:05:09,70,0.76,0x642,1.10E+02,2
622,5/7/20,15:05:20,70,0.79,0x629,1.10E+02,2
623,5/7/20,15:07:05,70,0.86,0x629,1.10E+02,2
624,5/7/20,15:08:02,70,0.65,0x626,1.10E+02,2
625,5/7/20,15:08:47,70,0.49,0x619,1.10E+02,2
626,5/7/20,15:10:24,70,0.79,0x617,1.10E+02,2
627,5/7/20,15:12:53,70,0.87,0x60a,1.10E+02,2
628,5/7/20,15:13:57,70,0.45,0x609,1.10E+02,2
629,5/7/20,15:16:32,70,0.45,0x607,1.10E+02,2
630,5/7/20,15:17:42,70,0.71,0x603,1.10E+02,2
631,5/7/20,15:18:00,70,0.4,0x5ff,1.10E+02,2
632,5/7/20,15:19:05,70,0.3,0x5fb,1.10E+02,2
633,5/7/20,15:22:56,70,0.74,0x5ef,1.10E+02,2
634,5/7/20,15:23:51,70,0.7,0x5ef,1.10E+02,2
635,5/7/20,15:23:56,70,0.49,0x5ea,1.10E+02,2
636,5/7/20,15:24:04,70,0.64,0x5e8,1.10E+02,2
637,5/7/20,15:27:41,70,0.86,0x5e2,1.10E+02,2
638,5/7/20,15:28:38,71,0.47,0x5e2,1.10E+02,2
639,5/7/20,15:29:59,71,0.43,0x5d8,1.10E+02,2
640,5/7/20,15:31:50,71,0.7,0x5d5,1.10E+02,2
641,5/7/20,15:32:10,71,0.33,0x5cd,1.10E+02,2
642,5/7/20,15:33:11,71,0.51,0x5cb,1.10E+02,2
643,5/7/20,15:33:15,71,0.82,0x5c9,1.10E+02,2
644,5/7/20,15:34:48,71,0.35,0x5c6,1.10E+02,2
645,5/7/20,15:35:37,71,0.78,0x5c5,1.10E+02,2
646,5/7/20,15:38:02,71,0.5,0x5c2,1.10E+02,2
647,5/7/20,15:39:17,71,0.47,0x5c2,1.10E+02,2
648,5/7/20,15:40:08,71,0.43,0x5c1,1.10E+02,2
649,5/7/20,15:43:54,71,0.7,0x5ba,1.10E+02,2
650,5/7/20,15:43:55,71,0.87,0x5ac,1.10E+02,2
651,5/7/20,15:44:28,71,0.78,0x5ab,1.10E+02,2
652,5/7/20,15:45:25,71,0.67,0x5aa,1.10E+02,2
653,5/7/20,15:45:28,71,0.73,0x5a7,1.10E+02,2
654,5/7/20,15:46:04,71,0.9,0x5a1,1.10E+02,2
655,5/7/20,15:46:34,71,0.39,0x59e,1.10E+02,2
656,5/7/20,15:47:57,71,0.63,0x59c,1.10E+02,2
657,5/7/20,15:48:54,71,0.52,0x593,1.10E+02,2
658,5/7/20,15:49:50,71,0.72,0x590,1.10E+02,2
659,5/7/20,15:49:53,71,0.32,0x590,1.10E+02,2
660,5/7/20,15:50:35,71,0.58,0x58e,1.10E+02,2
661,5/7/20,15:50:45,71,0.78,0x587,1.20E+02,2
662,5/7/20,15:51:13,71,0.66,0x585,1.20E+02,2
663,5/7/20,15:51:55,71,0.64,0x57c,1.20E+02,2
664,5/7/20,15:52:51,71,0.55,0x57b,1.20E+02,2
665,5/7/20,15:53:16,71,0.75,0x579,1.20E+02,2
666,5/7/20,15:54:09,71,0.76,0x578,1.20E+02,2
667,5/7/20,15:54:13,71,0.4,0x574,1.20E+02,2
668,5/7/20,15:54:52,71,0.54,0x56c,1.20E+02,2
669,5/7/20,15:57:32,71,0.63,0x567,1.20E+02,2
670,5/7/20,16:00:53,71,0.36,0x554,1.20E+02,2
671,5/7/20,16:04:21,71,0.38,0x550,1.20E+02,2
672,5/7/20,16:04:51,72,0.6,0x54f,1.20E+02,2
673,5/7/20,16:05:19,72,0.66,0x549,1.20E+02,2
674,5/7/20,16:05:38,72,0.41,0x548,1.20E+02,2
675,5/7/20,16:08:40,72,0.64,0x547,1.20E+02,2
676,5/7/20,16:12:19,72,0.7,0x542,1.20E+02,2
677,5/7/20,16:12:37,72,0.79,0x53f,1.20E+02,2
678,5/7/20,16:13:02,72,0.65,0x53d,1.20E+02,2
679,5/7/20,16:15:11,72,0.44,0x532,1.20E+02,2
680,5/7/20,16:15:57,72,0.67,0x52d,1.20E+02,2
681,5/7/20,16:16:15,72,0.6,0x527,1.20E+02,2
682,5/7/20,16:16:31,72,0.58,0x519,1.20E+02,2
683,5/7/20,16:18:24,72,0.68,0x513,1.20E+02,2
684,5/7/20,16:25:43,72,0.61,0x50d,1.20E+02,2
685,5/7/20,16:27:12,72,0.3,0x50b,1.20E+02,2
686,5/7/20,16:28:33,72,0.68,0x507,1.20E+02,2
687,5/7/20,16:29:16,72,0.64,0x506,1.20E+02,2
688,5/7/20,16:30:09,72,0.57,0x501,1.20E+02,2
689,5/7/20,16:31:38,72,0.81,0x4fb,1.20E+02,2
690,5/7/20,16:34:47,72,0.79,0x4f6,1.20E+02,2
691,5/7/20,16:34:48,72,0.31,0x4f5,1.20E+02,2
692,5/7/20,16:36:47,72,0.6,0x4f2,1.20E+02,2
693,5/7/20,16:41:34,72,0.43,0x4db,1.20E+02,2
694,5/7/20,16:42:43,72,0.84,0x4d6,1.20E+02,2
695,5/7/20,16:43:15,72,0.38,0x4c9,1.20E+02,2
696,5/7/20,16:46:16,72,0.69,0x4c1,1.20E+02,2
697,5/7/20,16:46:22,72,0.32,0x4b9,1.20E+02,2
698,5/7/20,16:50:08,72,0.32,0x4b5,1.20E+02,2
699,5/7/20,16:52:09,72,0.81,0x4b5,1.20E+02,2
700,5/7/20,16:52:29,72,0.66,0x4b3,1.20E+02,2
701,5/7/20,16:52:41,72,0.55,0x4b1,1.20E+02,2
702,5/7/20,16:56:33,73,0.69,0x4a7,1.20E+02,2
703,5/7/20,16:59:24,73,0.72,0x4a7,1.20E+02,2
704,5/7/20,17:01:39,73,0.45,0x4a5,1.20E+02,2
705,5/7/20,17:01:59,73,0.71,0x4a4,1.20E+02,2
706,5/7/20,17:02:23,73,0.84,0x49e,1.20E+02,2
707,5/7/20,17:03:43,73,0.78,0x49c,1.20E+02,2
708,5/7/20,17:04:00,73,0.76,0x49a,1.20E+02,2
709,5/7/20,17:05:02,73,0.31,0x496,1.20E+02,2
710,5/7/20,17:06:55,73,0.66,0x491,1.20E+02,2
711,5/7/20,17:06:59,73,0.83,0x490,1.20E+02,2
712,5/7/20,17:07:02,73,0.81,0x48a,1.20E+02,2
713,5/7/20,17:07:51,73,0.47,0x485,1.20E+02,2
714,5/7/20,17:10:33,73,0.53,0x485,1.20E+02,2
715,5/7/20,17:10:44,73,0.86,0x483,1.20E+02,2
716,5/7/20,17:11:37,73,0.74,0x47d,1.20E+02,2
717,5/7/20,17:12:57,73,0.84,0x475,1.20E+02,2
718,5/7/20,17:13:34,73,0.67,0x471,1.20E+02,2
719,5/7/20,17:15:21,73,0.67,0x467,1.20E+02,2
720,5/7/20,17:20:52,73,0.88,0x466,1.20E+02,2
721,5/7/20,17:22:01,73,0.53,0x461,1.20E+02,2
722,5/7/20,17:23:04,73,0.58,0x461,1.30E+02,2
723,5/7/20,17:23:18,73,0.64,0x461,1.30E+02,2
724,5/7/20,17:23:57,73,0.84,0x461,1.30E+02,2
725,5/7/20,17:26:09,73,0.69,0x45e,1.30E+02,2
726,5/7/20,17:26:19,73,0.56,0x45b,1.30E+02,2
727,5/7/20,17:26:45,73,0.52,0x459,1.30E+02,2
728,5/7/20,17:26:49,73,0.72,0x454,1.30E+02,2
729,5/7/20,17:27:42,73,0.31,0x451,1.30E+02,2
730,5/7/20,17:27:46,73,0.48,0x44c,1.30E+02,2
731,5/7/20,17:31:01,74,0.65,0x44b,1.30E+02,2
732,5/7/20,17:32:47,74,0.45,0x445,1.30E+02,2
733,5/7/20,17:33:08,74,0.42,0x445,1.30E+02,2
734,5/7/20,17:35:17,74,0.38,0x43f,1.30E+02,2
735,5/7/20,17:35:43,74,0.48,0x43f,1.30E+02,2
736,5/7/20,17:36:07,74,0.41,0x43d,1.30E+02,2
737,5/7/20,17:37:57,74,0.4,0x43d,1.30E+02,2
738,5/7/20,17:39:13,74,0.54,0x439,1.30E+02,2
739,5/7/20,17:40:47,74,0.85,0x437,1.30E+02,2
740,5/7/20,17:41:00,74,0.31,0x432,1.30E+02,2
741,5/7/20,17:42:42,74,0.83,0x423,1.30E+02,2
742,5/7/20,17:42:52,74,0.48,0x420,1.30E+02,2
743,5/7/20,17:42:58,74,0.32,0x419,1.30E+02,2
744,5/7/20,17:44:10,74,0.76,0x40c,1.30E+02,2
745,5/7/20,17:46:44,74,0.61,0x408,1.30E+02,2
746,5/7/20,17:48:08,74,0.47,0x3f6,1.30E+02,2
747,5/7/20,17:49:06,74,0.43,0x3e8,1.30E+02,2
748,5/7/20,17:49:15,74,0.83,0x3e4,1.30E+02,2
749,5/7/20,17:50:14,74,0.39,0x3e4,1.30E+02,2
750,5/7/20,17:51:08,74,0.88,0x3da,1.30E+02,2
751,5/7/20,17:51:41,74,0.55,0x3d8,1.30E+02,2
752,5/7/20,17:52:28,74,0.37,0x3d2,1.30E+02,2
753,5/7/20,17:53:29,74,0.5,0x3cf,1.30E+02,2
754,5/7/20,17:54:00,74,0.69,0x3ca,1.30E+02,2
755,5/7/20,17:56:26,74,0.69,0x3c9,1.30E+02,2
756,5/7/20,17:57:17,74,0.35,0x3c3,1.30E+02,2
757,5/7/20,17:58:03,74,0.5,0x3c2,1.30E+02,2
758,5/7/20,18:00:33,74,0.68,0x3bd,1.30E+02,2
759,5/7/20,18:01:38,74,0.56,0x3bc,1.30E+02,2
760,5/7/20,18:01:58,74,0.82,0x3b7,1.30E+02,2
761,5/7/20,18:03:33,75,0.44,0x3a4,1.30E+02,2
762,5/7/20,18:04:53,75,0.83,0x3a2,1.30E+02,2
763,5/7/20,18:05:45,75,0.55,0x39c,1.30E+02,2
764,5/7/20,18:06:14,75,0.53,0x39a,1.30E+02,2
765,5/7/20,18:06:38,75,0.42,0x399,1.30E+02,2
766,5/7/20,18:06:46,75,0.83,0x37a,1.30E+02,2
767,5/7/20,18:10:46,75,0.49,0x378,1.30E+02,2
768,5/7/20,18:12:07,75,0.33,0x375,1.30E+02,2
769,5/7/20,18:12:18,75,0.76,0x374,1.30E+02,2
770,5/7/20,18:13:22,75,0.68,0x373,1.30E+02,2
771,5/7/20,18:15:21,75,0.74,0x372,1.30E+02,2
772,5/7/20,18:18:11,75,0.58,0x371,1.30E+02,2
773,5/7/20,18:18:12,75,0.67,0x36f,1.30E+02,2
774,5/7/20,18:19:25,75,0.9,0x36d,1.30E+02,2
775,5/7/20,18:23:50,75,0.74,0x36c,1.30E+02,2
776,5/7/20,18:26:03,75,0.38,0x368,1.30E+02,2
777,5/7/20,18:26:28,75,0.88,0x358,1.30E+02,2
778,5/7/20,18:27:00,75,0.35,0x358,1.30E+02,2
779,5/7/20,18:29:14,75,0.67,0x355,1.30E+02,2
780,5/7/20,18:30:50,75,0.73,0x353,1.30E+02,2
781,5/7/20,18:31:57,75,0.46,0x353,1.30E+02,2
782,5/7/20,18:32:16,75,0.4,0x351,1.30E+02,2
783,5/7/20,18:32:20,75,0.89,0x348,1.40E+02,2
784,5/7/20,18:32:54,75,0.86,0x342,1.40E+02,2
785,5/7/20,18:33:18,75,0.45,0x342,1.40E+02,2
786,5/7/20,18:33:59,75,0.58,0x340,1.40E+02,2
787,5/7/20,18:36:33,75,0.8,0x338,1.40E+02,2
788,5/7/20,18:37:14,75,0.3,0x338,1.40E+02,2
789,5/7/20,18:39:54,75,0.73,0x332,1.40E+02,2
790,5/7/20,18:40:31,75,0.77,0x32f,1.40E+02,2
791,5/7/20,18:41:05,75,0.43,0x322,1.40E+02,2
792,5/7/20,18:44:22,75,0.79,0x322,1.40E+02,2
793,5/7/20,18:44:26,75,0.81,0x31d,1.40E+02,2
794,5/7/20,18:46:43,75,0.89,0x31b,1.40E+02,2
795,5/7/20,18:48:19,76,0.36,0x31a,1.40E+02,2
796,5/7/20,18:49:02,76,0.71,0x319,1.40E+02,2
797,5/7/20,18:49:30,76,0.33,0x318,1.40E+02,2
798,5/7/20,18:49:43,76,0.37,0x315,1.40E+02,2
799,5/7/20,18:50:51,76,0.66,0x311,1.40E+02,2
800,5/7/20,18:51:00,76,0.84,0x30d,1.40E+02,2
801,5/7/20,18:58:11,76,0.41,0x307,1.40E+02,2
802,5/7/20,19:00:36,76,0.74,0x303,1.40E+02,2
803,5/7/20,19:04:01,76,0.79,0x301,1.40E+02,2
804,5/7/20,19:04:42,76,0.56,0x2fd,1.40E+02,2
805,5/7/20,19:04:57,76,0.76,0x2fa,1.40E+02,2
806,5/7/20,19:08:44,76,0.77,0x2f9,1.40E+02,2
807,5/7/20,19:09:43,76,0.62,0x2ef,1.40E+02,2
808,5/7/20,19:11:58,76,0.45,0x2ed,1.40E+02,2
809,5/7/20,19:14:06,76,0.61,0x2e6,1.40E+02,2
810,5/7/20,19:14:24,76,0.47,0x2e5,1.40E+02,2
811,5/7/20,19:16:27,76,0.66,0x2e3,1.40E+02,2
812,5/7/20,19:17:36,76,0.55,0x2e1,1.40E+02,2
813,5/7/20,19:17:54,76,0.55,0x2e0,1.40E+02,2
814,5/7/20,19:18:30,76,0.68,0x2d3,1.40E+02,2
815,5/7/20,19:21:12,76,0.67,0x2cd,1.40E+02,2
816,5/7/20,19:23:27,76,0.89,0x2ca,1.40E+02,2
817,5/7/20,19:25:37,76,0.85,0x2ca,1.40E+02,2
